ID,GENDER,AGE,MARITAL_STATUS,PROFESSION
1077,F,43,Married,Other
1078,F,43,Married,Other
1079,F,43,Married,Other
1080,M,36,Married,Sales
1081,M,37,Married,Other
1082,M,37,Married,Other
1083,M,37,Married,Other
1084,M,37,Married,Other
1085,M,37,Married,Other
1086,F,30,Single,Professional
1087,F,36,Single,Professional
1088,F,42,Unspecified,Hospitality
1089,F,42,Unspecified,Hospitality
1090,F,20,Single,Retail
1091,F,37,Married,Other
1092,F,32,Married,Other
1093,F,25,Married,Executive
1094,F,40,Married,Other
1095,F,36,Single,Professional
1096,M,19,Single,Sales
1097,M,19,Single,Sales
1098,M,44,Married,Other
1099,M,33,Married,Sales
1100,M,37,Married,Sales
1101,M,49,Married,Retired
1102,M,49,Married,Retired
1103,M,49,Married,Retired
1104,M,39,Married,Sales
1105,M,39,Married,Sales
1106,F,21,Single,Student
1107,M,42,Married,Professional
1108,M,42,Married,Professional
1109,M,42,Married,Professional
1110,M,17,Single,Student
1111,F,45,Married,Sales
1112,M,27,Single,Trades
1113,M,27,Single,Trades
1114,M,47,Married,Professional
1115,M,21,Single,Sales
1116,F,29,Single,Professional
1117,F,29,Single,Professional
1118,M,39,Married,Sales
1119,M,39,Married,Sales
1120,M,39,Married,Sales
1121,M,30,Single,Professional
1122,M,30,Single,Professional
1123,F,31,Married,Executive
1124,M,33,Married,Sales
1125,M,33,Married,Sales
1126,M,33,Married,Sales
1127,F,37,Married,Other
1128,F,37,Married,Other
1129,M,43,Married,Executive
1130,M,43,Married,Executive
1131,F,50,Married,Other
1132,F,58,Married,Other
1133,F,31,Married,Other
1134,F,45,Unspecified,Hospitality
1135,F,33,Unspecified,Other
1136,F,23,Single,Student
1137,F,23,Single,Student
1138,M,20,Single,Professional
1139,M,40,Married,Sales
1140,F,20,Single,Other
1141,F,37,Married,Other
1142,F,37,Married,Other
1143,F,24,Single,Retail
1144,F,67,Married,Other
1145,M,34,Married,Professional
1146,F,49,Married,Other
1147,F,49,Married,Other
1148,M,20,Single,Sales
1149,M,20,Single,Sales
1150,M,34,Married,Trades
1151,M,23,Single,Other
1152,F,34,Married,Retail
1153,F,34,Married,Retail
1154,M,28,Married,Professional
1155,M,28,Married,Professional
1156,M,28,Married,Professional
1157,M,22,Single,Executive
1158,F,30,Married,Executive
1159,M,19,Single,Student
1160,F,42,Married,Retired
1161,F,51,Unspecified,Sales
1162,M,19,Single,Student
1163,M,19,Single,Student
1164,F,30,Single,Professional
1165,M,36,Married,Other
1166,M,50,Married,Retired
1167,M,50,Married,Retired
1168,F,34,Married,Other
1169,F,40,Unspecified,Hospitality
1170,M,20,Single,Executive
1171,F,59,Married,Retired
1172,F,59,Married,Retired
1173,M,27,Single,Other
1174,F,33,Married,Other
1175,F,33,Married,Other
1176,F,33,Married,Other
1177,F,35,Married,Other
1178,F,35,Married,Other
1179,F,35,Married,Other
1180,F,19,Single,Other
1181,F,35,Single,Professional
1182,F,35,Unspecified,Hospitality
1183,F,20,Single,Student
1184,F,48,Married,Other
1185,M,27,Single,Professional
1186,M,27,Single,Professional
1187,F,31,Married,Other
1188,M,23,Single,Professional
1189,M,23,Single,Professional
1190,M,23,Single,Professional
1191,M,23,Single,Professional
1192,F,21,Single,Other
1193,F,30,Single,Retail
1194,M,26,Single,Other
1195,F,37,Single,Professional
1196,M,37,Married,Other
1197,F,26,Married,Other
1198,F,26,Married,Other
1199,F,35,Married,Other
1200,F,35,Married,Other
1201,F,35,Married,Other
1202,F,28,Single,Retail
1203,M,37,Married,Other
1204,F,38,Unspecified,Hospitality
1205,F,38,Unspecified,Hospitality
1206,M,33,Single,Other
1207,M,45,Married,Professional
1208,M,29,Married,Sales
1209,F,41,Married,Executive
1210,F,41,Married,Executive
1211,F,41,Married,Executive
1212,F,41,Married,Executive
1213,F,41,Married,Executive
1214,F,41,Married,Executive
1215,M,43,Married,Professional
1216,M,43,Married,Professional
1217,M,20,Single,Professional
1218,M,20,Single,Professional
1219,F,27,Single,Other
1220,F,27,Single,Other
1221,M,32,Married,Other
1222,F,38,Single,Professional
1223,M,42,Married,Trades
1224,F,49,Married,Executive
1225,F,49,Married,Executive
1226,F,49,Married,Executive
1227,F,49,Married,Executive
1228,M,44,Married,Other
1229,M,44,Married,Other
1230,M,44,Married,Other
1231,M,20,Single,Retail
1232,F,35,Married,Other
1233,F,33,Married,Other
1234,M,40,Single,Other
1235,M,40,Single,Other
1236,M,40,Single,Other
1237,M,40,Single,Other
1238,F,32,Married,Executive
1239,F,32,Married,Executive
1240,M,42,Married,Other
1241,F,27,Single,Other
1242,M,54,Married,Retired
1243,M,54,Married,Retired
1244,M,54,Married,Retired
1245,M,54,Married,Retired
1246,M,30,Married,Other
1247,M,30,Married,Other
1248,M,30,Married,Other
1249,M,30,Married,Other
1250,F,43,Married,Other
1251,F,43,Married,Other
1252,F,43,Married,Other
1253,M,28,Married,Other
1254,M,38,Married,Sales
1255,M,38,Married,Sales
1256,M,41,Married,Other
1257,F,46,Married,Other
1258,M,42,Married,Professional
1259,F,39,Married,Sales
1260,F,39,Married,Sales
1261,F,26,Single,Retail
1262,M,36,Married,Trades
1263,M,36,Married,Trades
1264,M,55,Married,Other
1265,M,39,Single,Other
1266,M,58,Married,Other
1267,M,58,Married,Other
1268,M,58,Married,Other
1269,M,43,Married,Sales
1270,F,53,Married,Retired
1271,M,51,Unspecified,Other
1272,M,23,Single,Sales
1273,M,23,Single,Sales
1274,M,34,Married,Sales
1275,F,27,Single,Other
1276,M,40,Unspecified,Other
1277,M,40,Unspecified,Other
1278,M,40,Unspecified,Other
1279,M,40,Unspecified,Other
1280,M,40,Unspecified,Other
1281,M,47,Married,Trades
1282,M,47,Married,Trades
1283,M,37,Married,Other
1284,M,37,Married,Other
1285,M,29,Single,Sales
1286,F,28,Married,Other
1287,M,46,Married,Professional
1288,M,46,Married,Professional
1289,M,46,Married,Professional
1290,M,29,Single,Other
1291,M,29,Single,Other
1292,M,34,Married,Trades
1293,F,45,Married,Hospitality
1294,F,45,Married,Hospitality
1295,M,19,Single,Trades
1296,M,19,Single,Trades
1297,M,19,Single,Trades
1298,M,19,Single,Trades
1299,M,19,Single,Other
1300,F,31,Married,Other
1301,M,36,Married,Other
1302,M,36,Married,Other
1303,M,36,Married,Other
1304,M,33,Single,Trades
1305,F,42,Unspecified,Hospitality
1306,M,41,Married,Other
1307,M,32,Married,Other
1308,F,48,Unspecified,Hospitality
1309,F,48,Unspecified,Hospitality
1310,M,31,Married,Other
1311,M,19,Single,Executive
1312,M,39,Married,Executive
1313,M,37,Unspecified,Trades
1314,M,25,Married,Other
1315,F,33,Married,Other
1316,F,33,Married,Other
1317,M,42,Unspecified,Other
1318,M,42,Unspecified,Other
1319,M,42,Unspecified,Other
1320,F,18,Single,Professional
1321,F,47,Married,Sales
1322,F,28,Single,Other
1323,M,30,Single,Professional
1324,M,30,Single,Professional
1325,F,51,Married,Other
1326,F,32,Married,Executive
1327,F,36,Married,Other
1328,F,42,Married,Other
1329,F,42,Married,Other
1330,F,36,Married,Other
1331,M,32,Married,Other
1332,M,32,Married,Other
1333,F,40,Married,Other
1334,F,40,Married,Other
1335,F,40,Married,Other
1336,F,31,Married,Other
1337,F,31,Married,Other
1338,F,28,Single,Hospitality
1339,F,51,Married,Other
1340,F,23,Single,Other
1341,F,36,Unspecified,Hospitality
1342,F,36,Unspecified,Hospitality
1343,F,37,Single,Professional
1344,F,44,Married,Sales
1345,F,45,Married,Sales
1346,M,27,Single,Professional
1347,M,27,Single,Professional
1348,M,32,Single,Professional
1349,M,26,Single,Professional
1350,F,23,Single,Other
1351,M,55,Married,Trades
1352,M,55,Married,Trades
1353,M,55,Married,Trades
1354,M,55,Married,Trades
1355,F,44,Married,Executive
1356,M,33,Single,Other
1357,M,30,Married,Sales
1358,F,33,Married,Executive
1359,F,33,Married,Executive
1360,M,37,Married,Sales
1361,M,37,Married,Sales
1362,M,27,Married,Other
1363,M,27,Married,Other
1364,F,31,Married,Professional
1365,F,31,Married,Professional
1366,F,29,Married,Retail
1367,F,29,Married,Retail
1368,F,26,Single,Sales
1369,M,57,Married,Other
1370,M,57,Married,Other
1371,M,57,Married,Other
1372,M,19,Single,Student
1373,M,19,Single,Student
1374,F,20,Single,Retail
1375,M,38,Married,Trades
1376,M,38,Married,Trades
1377,M,40,Married,Executive
1378,F,24,Single,Other
1379,F,46,Married,Other
1380,M,35,Married,Trades
1381,F,31,Married,Other
1382,F,31,Married,Other
1383,F,31,Married,Other
1384,M,38,Married,Executive
1385,M,38,Married,Executive
1386,M,38,Married,Executive
1387,M,38,Married,Executive
1388,F,29,Married,Retail
1389,F,29,Married,Retail
1390,M,25,Single,Retail
1391,M,25,Single,Retail
1392,M,25,Single,Retail
1393,F,54,Married,Retired
1394,F,40,Unspecified,Hospitality
1395,F,40,Unspecified,Hospitality
1396,M,41,Married,Other
1397,F,37,Married,Professional
1398,M,25,Married,Professional
1399,M,25,Married,Professional
1400,F,19,Single,Other
1401,F,19,Single,Retail
1402,M,42,Married,Other
1403,M,42,Married,Other
1404,F,20,Married,Other
1405,F,20,Married,Other
1406,F,20,Married,Other
1407,F,20,Married,Other
1408,M,18,Single,Student
1409,M,18,Single,Student
1410,M,23,Single,Retail
1411,F,42,Unspecified,Hospitality
1412,F,42,Unspecified,Hospitality
1413,F,42,Unspecified,Hospitality
1414,F,42,Unspecified,Hospitality
1415,F,41,Married,Retired
1416,F,41,Married,Retired
1417,M,29,Single,Trades
1418,M,29,Single,Trades
1419,F,25,Married,Other
1420,F,31,Married,Other
1421,F,30,Married,Other
1422,F,30,Married,Other
1423,F,28,Single,Other
1424,F,19,Single,Professional
1425,F,37,Married,Professional
1426,M,59,Unspecified,Other
1427,M,59,Unspecified,Other
1428,M,59,Unspecified,Other
1429,F,28,Married,Other
1430,M,32,Single,Trades
1431,F,34,Married,Professional
1432,F,29,Single,Other
1433,F,29,Single,Other
1434,M,31,Married,Trades
1435,M,31,Married,Trades
1436,F,41,Married,Other
1437,M,37,Single,Professional
1438,M,37,Single,Professional
1439,M,37,Single,Professional
1440,F,26,Single,Other
1441,F,26,Single,Other
1442,F,19,Single,Sales
1443,M,22,Single,Professional
1444,M,37,Married,Other
1445,M,59,Unspecified,Other
1446,M,59,Unspecified,Other
1447,F,25,Single,Professional
1448,M,45,Unspecified,Trades
1449,M,45,Unspecified,Trades
1450,F,47,Married,Other
1451,F,50,Married,Other
1452,F,50,Married,Other
1453,F,50,Married,Other
1454,F,50,Married,Other
1455,F,30,Married,Other
1456,F,38,Single,Professional
1457,F,38,Married,Other
1458,F,38,Married,Other
1459,F,26,Single,Other
1460,M,49,Married,Professional
1461,F,60,Married,Other
1462,F,60,Married,Other
1463,M,42,Married,Sales
1464,M,42,Married,Sales
1465,F,25,Single,Other
1466,F,25,Single,Other
1467,F,25,Single,Other
1468,F,25,Single,Other
1469,F,30,Married,Other
1470,F,30,Married,Other
1471,F,30,Married,Other
1472,F,30,Married,Other
1473,F,32,Married,Other
1474,M,24,Single,Sales
1475,M,29,Single,Sales
1476,F,28,Single,Professional
1477,M,23,Single,Sales
1478,M,46,Married,Professional
1479,M,46,Married,Professional
1480,M,46,Married,Professional
1481,M,46,Married,Professional
1482,F,30,Married,Other
1483,M,33,Married,Sales
1484,M,33,Married,Sales
1485,F,37,Married,Retail
1486,F,37,Married,Retail
1487,F,37,Married,Retail
1488,M,42,Married,Executive
1489,M,42,Married,Executive
1490,M,30,Single,Professional
1491,F,26,Married,Executive
1492,M,29,Single,Other
1493,M,19,Single,Trades
1494,M,19,Single,Trades
1495,F,32,Married,Executive
1496,F,29,Married,Professional
1497,F,41,Married,Other
1498,F,21,Single,Other
1499,F,21,Single,Professional
1500,M,39,Married,Other
1501,M,39,Married,Other
1502,F,36,Single,Professional
1503,F,22,Married,Other
1504,F,31,Married,Hospitality
1505,M,53,Married,Professional
1506,M,23,Single,Professional
1507,F,45,Married,Other
1508,F,39,Married,Executive
1509,M,42,Married,Other
1510,F,32,Married,Other
1511,M,42,Married,Other
1512,M,42,Married,Other
1513,M,42,Married,Other
1514,M,57,Married,Trades
1515,M,57,Married,Trades
1516,F,41,Married,Other
1517,M,42,Married,Sales
1518,M,54,Married,Other
1519,M,54,Married,Other
1520,M,34,Married,Other
1521,M,29,Single,Other
1522,M,39,Married,Other
1523,M,39,Married,Other
1524,M,39,Married,Other
1525,M,39,Married,Other
1526,M,33,Single,Trades
1527,M,33,Single,Trades
1528,F,19,Single,Other
1529,F,19,Single,Other
1530,F,19,Single,Other
1531,M,44,Married,Executive
1532,M,44,Married,Executive
1533,F,22,Single,Sales
1534,F,27,Single,Other
1535,F,30,Married,Other
1536,F,30,Married,Other
1537,F,30,Married,Other
1538,F,40,Married,Executive
1539,F,40,Married,Executive
1540,F,40,Married,Executive
1541,F,44,Unspecified,Hospitality
1542,F,44,Unspecified,Hospitality
1543,F,44,Unspecified,Hospitality
1544,M,57,Married,Professional
1545,F,43,Unspecified,Hospitality
1546,M,22,Single,Other
1547,M,22,Single,Other
1548,M,22,Single,Other
1549,M,22,Single,Other
1550,M,22,Single,Other
1551,F,27,Single,Professional
1552,F,45,Married,Executive
1553,F,48,Married,Other
1554,M,36,Single,Sales
1555,M,45,Unspecified,Other
1556,M,45,Unspecified,Other
1557,F,30,Married,Other
1558,M,33,Single,Professional
1559,M,25,Single,Professional
1560,M,35,Single,Professional
1561,F,27,Single,Other
1562,F,33,Married,Executive
1563,F,31,Single,Other
1564,F,47,Married,Other
1565,F,47,Married,Other
1566,F,47,Married,Other
1567,F,48,Married,Other
1568,F,48,Married,Other
1569,F,69,Married,Retired
1570,F,41,Married,Sales
1571,M,37,Married,Sales
1572,M,37,Married,Sales
1573,M,41,Married,Executive
1574,F,37,Single,Other
1575,M,39,Married,Sales
1576,M,39,Married,Sales
1577,M,34,Married,Sales
1578,M,44,Unspecified,Trades
1579,F,31,Married,Professional
1580,F,31,Married,Professional
1581,M,31,Married,Sales
1582,M,31,Married,Sales
1583,M,31,Married,Sales
1584,F,39,Married,Other
1585,F,27,Single,Student
1586,F,27,Single,Student
1587,M,42,Single,Other
1588,M,57,Married,Professional
1589,F,29,Single,Retail
1590,F,38,Unspecified,Hospitality
1591,F,38,Unspecified,Hospitality
1592,M,30,Single,Other
1593,F,28,Married,Sales
1594,M,31,Married,Trades
1595,M,31,Single,Sales
1596,F,29,Married,Retail
1597,M,28,Single,Student
1598,M,28,Single,Student
1599,F,29,Single,Other
1600,F,33,Single,Professional
1601,F,19,Single,Other
1602,M,25,Married,Other
1603,F,43,Married,Other
1604,F,40,Married,Executive
1605,F,40,Married,Executive
1606,F,29,Single,Student
1607,M,22,Single,Executive
1608,M,22,Single,Executive
1609,M,36,Married,Sales
1610,M,36,Married,Sales
1611,M,23,Single,Sales
1612,M,23,Single,Sales
1613,M,23,Single,Other
1614,F,43,Married,Other
1615,F,48,Married,Executive
1616,M,45,Married,Professional
1617,M,43,Single,Executive
1618,M,43,Single,Executive
1619,F,49,Married,Executive
1620,F,49,Married,Executive
1621,F,28,Single,Retail
1622,F,21,Single,Other
1623,F,21,Single,Other
1624,F,21,Single,Other
1625,F,21,Single,Other
1626,M,29,Single,Student
1627,M,38,Married,Other
1628,M,38,Married,Other
1629,M,26,Single,Other
1630,F,40,Married,Other
1631,F,40,Married,Other
1632,M,24,Single,Professional
1633,M,24,Single,Professional
1634,M,20,Single,Trades
1635,M,20,Single,Trades
1636,F,22,Single,Other
1637,M,29,Single,Sales
1638,F,43,Unspecified,Hospitality
1639,M,34,Married,Sales
1640,M,34,Married,Sales
1641,M,27,Single,Professional
1642,M,27,Single,Professional
1643,M,25,Married,Sales
1644,M,25,Married,Sales
1645,M,25,Single,Professional
1646,M,25,Single,Professional
1647,M,25,Single,Professional
1648,F,37,Married,Other
1649,M,21,Single,Professional
1650,M,53,Married,Professional
1651,M,53,Married,Professional
1652,F,38,Married,Other
1653,F,39,Single,Professional
1654,M,40,Single,Other
1655,M,40,Single,Other
1656,M,40,Single,Other
1657,M,21,Single,Other
1658,M,21,Single,Other
1659,M,21,Single,Other
1660,M,21,Single,Other
1661,M,21,Single,Other
1662,F,31,Married,Retail
1663,F,31,Married,Retail
1664,F,31,Married,Retail
1665,M,26,Married,Other
1666,M,34,Single,Trades
1667,M,34,Single,Trades
1668,M,34,Single,Trades
1669,M,26,Single,Other
1670,M,28,Married,Other
1671,F,31,Married,Other
1672,F,31,Married,Other
1673,F,31,Married,Other
1674,M,44,Married,Other
1675,F,28,Married,Professional
1676,F,28,Married,Professional
1677,F,20,Single,Retail
1678,M,34,Married,Other
1679,M,39,Married,Other
1680,M,39,Married,Other
1681,M,39,Married,Other
1682,F,21,Married,Other
1683,M,32,Single,Professional
1684,M,32,Single,Professional
1685,M,29,Single,Other
1686,M,29,Single,Other
1687,M,30,Single,Professional
1688,F,24,Single,Other
1689,F,25,Single,Other
1690,M,48,Married,Professional
1691,F,68,Married,Other
1692,F,68,Married,Other
1693,M,57,Married,Other
1694,M,57,Married,Other
1695,M,57,Married,Other
1696,M,57,Married,Other
1697,M,44,Unspecified,Trades
1698,M,30,Married,Sales
1699,M,30,Married,Sales
1700,M,30,Married,Sales
1701,M,31,Married,Sales
1702,F,29,Single,Professional
1703,M,49,Married,Trades
1704,M,49,Married,Trades
1705,M,20,Single,Other
1706,M,44,Married,Executive
1707,F,28,Single,Other
1708,M,31,Married,Other
1709,M,31,Married,Other
1710,M,31,Married,Other
1711,F,30,Married,Executive
1712,M,22,Single,Other
1713,M,23,Single,Sales
1714,M,23,Single,Sales
1715,F,26,Single,Other
1716,F,29,Single,Professional
1717,F,39,Unspecified,Hospitality
1718,F,39,Unspecified,Hospitality
